Survived,Pclass,SibSp,Parch,Age_scaled,Fare_scaled,FamilySize,IsAlone,Sex_encoded,Embarked_Q,Embarked_S
0,3,1,0,-0.5657364610748746,0.014151057562208049,2,0,1,False,True
1,1,1,0,0.6638610320657843,0.13913573538264068,2,0,0,False,False
1,3,0,0,-0.2583370877897099,0.015468569817999833,1,1,0,False,True
1,1,1,0,0.4333115021019107,0.10364429745562033,2,0,0,False,True
0,3,0,0,0.4333115021019107,0.015712553569072387,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.01650950209357577,1,1,1,True,False
0,1,0,0,1.893458525206443,0.10122885832000206,1,1,1,False,True
0,3,3,1,-2.1027333275006983,0.04113566043083236,5,0,1,False,True
1,3,0,2,-0.1814872444684187,0.021730754366528396,3,0,0,False,True
1,2,1,0,-1.180535207645204,0.058694292654020104,2,0,0,False,False
1,3,1,1,-1.949033640858116,0.03259622914329302,3,0,0,False,True
1,1,0,0,2.200857898491608,0.051822148727810165,1,1,0,False,True
0,3,0,0,-0.719436147717457,0.015712553569072387,1,1,1,False,True
0,3,1,5,0.7407108753870755,0.06104473451835265,7,0,1,False,True
0,3,0,0,-1.180535207645204,0.015330377421392339,1,1,0,False,True
1,2,0,0,1.9703083685277343,0.03122992013728673,1,1,0,False,True
0,3,4,1,-2.1027333275006983,0.05684821399990475,6,0,1,True,False
1,2,0,0,-0.10463740114712752,0.025374310111545468,1,1,1,False,True
0,3,1,0,0.12591212881674602,0.03513366015444757,2,0,0,False,True
1,3,0,0,-0.10463740114712752,0.014102260811993537,1,1,0,False,False
0,2,0,0,0.4333115021019107,0.050748620223090936,1,1,1,False,True
1,2,0,0,0.35646165878061953,0.025374310111545468,1,1,1,False,True
1,3,0,0,-1.1036853643239128,0.015671954672893913,1,1,0,True,False
1,1,0,0,-0.10463740114712752,0.06929138530460494,1,1,1,False,True
0,3,3,1,-1.6416342675729512,0.04113566043083236,5,0,0,False,True
1,3,1,5,0.6638610320657843,0.06126431989431795,7,0,0,False,True
0,3,0,0,-0.10463740114712752,0.014102260811993537,1,1,1,False,False
0,1,3,2,-0.7962859910387481,0.5133418122566507,6,0,1,False,True
1,3,0,0,-0.10463740114712752,0.01537917417160685,1,1,0,True,False
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,1,False,True
0,1,0,0,0.8175607187083667,0.05410739813385612,1,1,1,False,False
1,1,1,0,-0.10463740114712752,0.2859895551532101,2,0,0,False,False
1,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,0,True,False
0,2,0,0,2.8156566450619374,0.020494635090094415,1,1,1,False,True
0,1,1,0,-0.10463740114712752,0.16038672010106003,2,0,1,False,False
0,1,1,0,0.9712604053509489,0.10149724044618187,2,0,1,False,True
1,3,0,0,-0.10463740114712752,0.014110458666029575,1,1,1,False,False
0,3,0,0,-0.6425863043961658,0.015712553569072387,1,1,1,False,True
0,3,2,0,-0.8731358343600393,0.03513366015444757,3,0,0,False,True
1,3,1,0,-1.180535207645204,0.021942337075458514,2,0,0,False,False
0,3,1,0,0.8175607187083667,0.018493968331299484,2,0,0,False,True
0,2,1,0,-0.1814872444684187,0.04098927018018883,2,0,0,False,True
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,1,False,False
1,2,1,2,-2.025883484179407,0.08115719346076702,4,0,0,False,False
1,3,0,0,-0.7962859910387481,0.01537917417160685,1,1,0,True,False
0,3,0,0,-0.10463740114712752,0.015712553569072387,1,1,1,False,True
0,3,1,0,-0.10463740114712752,0.030253985132996517,2,0,1,True,False
1,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,0,True,False
0,3,2,0,-0.10463740114712752,0.04231498029001666,3,0,1,False,False
0,3,1,0,-0.8731358343600393,0.034743286152731485,2,0,0,False,True
0,3,4,1,-1.7184841108942424,0.07746484096553544,6,0,1,False,True
0,3,0,0,-0.6425863043961658,0.01522458606692728,1,1,1,False,True
1,1,1,0,1.5092093085999871,0.1497654242623688,2,0,0,False,False
1,2,1,0,-0.027787557825836348,0.050748620223090936,2,0,0,False,True
0,1,0,1,2.738806801740646,0.1209753416358076,2,0,1,False,False
1,1,0,0,-0.10463740114712752,0.06929138530460494,1,1,1,False,True
1,2,0,0,-0.6425863043961658,0.020494635090094415,1,1,0,False,True
0,3,0,0,-0.06621247948648194,0.014110458666029575,1,1,1,False,False
1,2,1,2,-1.8721837975368247,0.05416439273810667,4,0,0,False,True
0,3,5,2,-1.4110847376090776,0.09154270340242172,8,0,1,False,True
0,3,0,0,-0.5657364610748746,0.014110458666029575,1,1,1,False,False
1,1,0,0,0.6638610320657843,0.15614960068643363,1,1,0,False,True
0,1,1,0,1.2018099353148226,0.16293234896625058,2,0,1,False,True
0,3,3,2,-1.949033640858116,0.05445717323939373,6,0,1,False,True
0,1,0,0,-0.10463740114712752,0.05410739813385612,1,1,1,False,False
1,3,1,1,-0.10463740114712752,0.029757819776815374,3,0,1,False,False
1,2,0,0,-0.027787557825836348,0.020494635090094415,1,1,0,False,True
0,3,0,0,-0.7962859910387481,0.015923941091001644,1,1,1,False,True
1,3,4,2,-0.9499856776813305,0.015468569817999833,7,0,0,False,True
0,3,2,0,-0.2583370877897099,0.016908073949327893,3,0,1,False,True
0,2,0,0,0.20276197213803718,0.020494635090094415,1,1,1,False,True
0,3,5,2,-1.0268355210026217,0.09154270340242172,8,0,0,False,True
0,2,0,0,-0.6425863043961658,0.1434624456306609,1,1,1,False,True
0,3,1,0,-0.2583370877897099,0.028212719478023115,2,0,1,False,False
1,3,0,0,0.20276197213803718,0.11027245763075773,1,1,1,False,True
0,3,0,0,-0.33518693111100106,0.014931805565640218,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.015712553569072387,1,1,1,False,True
1,2,0,2,-2.192647644186609,0.056604230248832196,3,0,1,False,True
1,3,0,0,0.04906228549545483,0.024349578357040744,1,1,0,False,True
0,3,0,0,-0.5657364610748746,0.017566830077223785,1,1,1,False,True
1,3,0,0,-0.027787557825836348,0.018542765081513996,1,1,1,False,True
1,3,0,0,-0.10463740114712752,0.015200187691820024,1,1,0,True,False
0,1,0,0,-0.10463740114712752,0.09193307740413781,1,1,1,False,True
1,2,0,0,-0.9499856776813305,0.020494635090094415,1,1,0,False,True
1,3,3,0,0.27961181545932834,0.030937139635999665,4,0,0,False,True
0,3,1,3,-1.0268355210026217,0.06709553154495196,5,0,1,False,True
0,3,0,0,-0.10463740114712752,0.015712553569072387,1,1,1,False,True
1,1,3,2,-0.48888661775358344,0.5133418122566507,6,0,0,False,True
0,3,0,0,-0.41203677443229225,0.015712553569072387,1,1,1,False,True
0,3,0,0,-0.027787557825836348,0.015712553569072387,1,1,1,False,True
0,3,0,0,-0.719436147717457,0.015330377421392339,1,1,1,False,True
0,1,1,0,1.2786597786361138,0.11940564777490723,2,0,1,False,True
0,3,1,2,-0.2583370877897099,0.04015972542654215,4,0,1,False,True
0,3,0,0,2.277707741812899,0.014151057562208049,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.015712553569072387,1,1,1,False,True
0,1,0,0,3.1999058616683933,0.06764049365134761,1,1,1,False,False
1,1,0,1,-0.48888661775358344,0.12366716556464086,2,0,1,False,False
1,2,0,1,0.35646165878061953,0.044893010197349675,2,0,0,False,True
0,2,1,0,0.35646165878061953,0.050748620223090936,2,0,1,False,True
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,0,False,True
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,1,False,True
0,1,0,1,-0.6425863043961658,0.15085515328815924,2,0,1,False,True
0,3,0,0,0.27961181545932834,0.016891873428256675,1,1,1,False,True
0,3,2,0,0.5870111887444931,0.015468569817999833,3,0,1,False,True
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,1,False,True
1,3,0,0,-0.6425863043961658,0.014931805565640218,1,1,0,False,True
1,3,0,0,-0.10463740114712752,0.015175789316712771,1,1,1,False,True
0,3,0,0,0.6638610320657843,0.015411575213749286,1,1,1,False,True
1,3,1,0,-0.10463740114712752,0.04713766070721715,2,0,0,True,False
0,1,0,0,1.3555096219574048,0.10149724044618187,1,1,1,False,True
0,3,1,0,-1.1421102859845584,0.028212719478023115,2,0,0,False,False
0,3,0,0,-0.5657364610748746,0.015712553569072387,1,1,1,False,True
0,3,1,0,-0.719436147717457,0.019177122834302632,2,0,0,False,True
0,3,0,0,-0.9499856776813305,0.028220722145058292,1,1,0,False,False
0,3,0,0,-0.6425863043961658,0.015468569817999833,1,1,1,False,True
0,3,0,0,3.1614809400077477,0.015126992566498259,1,1,1,True,False
0,2,1,0,-0.027787557825836348,0.04098927018018883,2,0,1,False,True
0,1,0,1,-0.41203677443229225,0.4831284260198326,2,0,1,False,False
0,3,4,2,-2.1027333275006983,0.06104473451835265,7,0,0,False,True
0,2,2,0,-0.6425863043961658,0.1434624456306609,3,0,1,False,True
0,3,0,0,-0.10463740114712752,0.015712553569072387,1,1,1,False,True
0,2,1,0,0.24118689379868277,0.058694292654020104,2,0,1,False,False
1,2,0,0,0.24118689379868277,0.025374310111545468,1,1,0,False,True
0,1,0,1,1.893458525206443,0.15085515328815924,2,0,1,False,True
1,3,1,0,-1.3342348942877864,0.021942337075458514,2,0,1,False,False
0,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,1,True,False
1,3,0,0,-0.41203677443229225,0.01393967004027879,1,1,1,False,True
1,3,1,1,-0.10463740114712752,0.04364049521284362,3,0,0,False,False
0,3,0,0,1.2018099353148226,0.013614293309848433,1,1,1,False,True
0,3,0,0,0.27961181545932834,0.015411575213749286,1,1,1,False,False
0,3,0,0,-0.719436147717457,0.013760683560491965,1,1,1,False,True
0,3,1,0,1.3555096219574048,0.028302115124416098,2,0,0,False,True
1,2,1,0,-0.027787557825836348,0.050748620223090936,2,0,0,False,True
0,2,0,0,-0.33518693111100106,0.025374310111545468,1,1,1,False,True
0,2,0,0,-0.48888661775358344,0.02936744577509929,1,1,1,False,False
1,1,0,2,-0.7962859910387481,0.051301584996521765,3,0,0,False,True
0,1,1,0,0.5870111887444931,0.10364429745562033,2,0,1,False,True
0,3,0,0,-1.0268355210026217,0.01798980030808316,1,1,1,False,True
0,1,0,0,-0.41203677443229225,0.15458810467956932,1,1,1,False,False
0,3,0,2,-0.10463740114712752,0.029757819776815374,3,0,0,False,False
1,3,0,0,-0.5657364610748746,0.015126992566498259,1,1,0,False,True
1,3,1,0,-0.41203677443229225,0.030937139635999665,2,0,0,False,True
0,3,0,0,-0.7962859910387481,0.013175122557917838,1,1,1,True,False
0,2,0,0,-0.8731358343600393,0.022446505098674838,1,1,1,False,True
0,2,1,1,-0.7962859910387481,0.07173122281533045,3,0,1,False,True
1,3,0,0,-0.1814872444684187,0.015216388212891242,1,1,1,False,True
0,3,2,2,-1.56478442425166,0.06709553154495196,5,0,0,False,True
0,2,0,2,0.5485862670838475,0.050748620223090936,3,0,1,False,True
0,2,0,0,0.9712604053509489,0.025374310111545468,1,1,1,False,True
0,2,0,0,1.6629089952425695,0.02444717185746977,1,1,1,False,True
1,1,1,0,-0.5657364610748746,0.12999454257145598,2,0,0,False,True
0,3,0,0,2.00873329018838,0.015712553569072387,1,1,1,False,True
0,3,0,2,0.8559856403690123,0.028302115124416098,3,0,1,False,True
0,3,0,0,-0.10463740114712752,0.014273049437744325,1,1,1,False,True
0,1,0,1,1.6629089952425695,0.11980421963065935,2,0,1,False,False
1,3,0,0,-1.0268355210026217,0.015094396337354966,1,1,0,True,False
0,3,0,0,0.04906228549545483,0.015712553569072387,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.016908073949327893,1,1,1,False,True
0,3,8,2,-0.10463740114712752,0.13575255909676825,11,0,1,False,True
0,3,0,1,1.1249600919935314,0.031425107138144774,2,0,1,False,True
1,2,0,0,0.8175607187083667,0.030741952635141623,1,1,0,False,True
0,3,0,0,-0.2583370877897099,0.015175789316712771,1,1,1,False,True
0,3,0,0,-0.9499856776813305,0.016908073949327893,1,1,1,False,True
0,3,4,1,-2.1795831708219895,0.07746484096553544,6,0,1,False,True
1,3,0,2,-1.56478442425166,0.04006213192611313,3,0,1,False,True
1,1,0,1,-0.10463740114712752,0.10735285047192313,2,0,0,False,True
0,3,1,4,1.2018099353148226,0.05445717323939373,6,0,0,False,True
0,1,0,0,-0.10463740114712752,0.050602229972447406,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.11027245763075773,1,1,1,False,True
0,1,0,0,2.4314074284554814,0.06538764528744409,1,1,1,False,True
0,3,4,1,-1.949033640858116,0.05684821399990475,6,0,1,True,False
1,3,1,1,-2.1795831708219895,0.021730754366528396,3,0,0,False,True
0,3,0,0,-0.6425863043961658,0.015468569817999833,1,1,1,False,True
0,1,0,0,2.0471582118490255,0.05991421140938287,1,1,1,False,False
0,3,1,1,-0.8731358343600393,0.015330377421392339,3,0,1,False,True
0,3,3,1,-0.10463740114712752,0.049707687947515,5,0,1,False,True
0,1,0,0,1.5860591519212783,0.05604306762136532,1,1,0,False,False
0,2,0,0,0.04906228549545483,0.025374310111545468,1,1,1,False,True
0,3,0,0,0.5101613454232019,0.0,1,1,1,False,True
0,3,8,2,-0.10463740114712752,0.13575255909676825,11,0,0,False,True
0,2,0,0,-0.10463740114712752,0.02937564362913533,1,1,1,False,False
0,3,4,2,-1.56478442425166,0.06126431989431795,7,0,1,False,True
1,2,2,1,-2.1795831708219895,0.07612293033463641,4,0,1,False,True
1,3,0,2,-1.949033640858116,0.04298993693898376,3,0,0,False,True
0,1,0,0,-0.10463740114712752,0.09759350042902103,1,1,1,False,True
1,3,1,0,-0.10463740114712752,0.030253985132996517,2,0,0,True,False
1,1,0,0,1.2018099353148226,0.051822148727810165,1,1,1,False,True
0,3,1,1,0.8175607187083667,0.030253985132996517,3,0,1,True,False
0,3,0,0,0.5101613454232019,0.015411575213749286,1,1,1,False,True
1,2,0,0,0.20276197213803718,0.025374310111545468,1,1,0,False,True
0,2,0,0,-0.7962859910387481,0.025374310111545468,1,1,1,False,True
1,3,1,0,-0.7962859910387481,0.015330377421392339,2,0,0,False,True
1,2,1,1,-2.025883484179407,0.050748620223090936,3,0,1,False,True
1,1,0,0,1.1249600919935314,0.05410739813385612,1,1,0,False,False
1,1,0,0,2.200857898491608,0.2859895551532101,1,1,0,False,False
0,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,1,True,False
0,3,0,1,0.9712604053509489,0.01640390592611157,2,0,1,False,True
1,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,0,True,False
0,2,0,0,-0.41203677443229225,0.025374310111545468,1,1,0,False,True
0,3,0,0,-0.10463740114712752,0.018542765081513996,1,1,1,False,True
0,3,8,2,-0.10463740114712752,0.13575255909676825,11,0,1,False,True
0,3,0,0,0.35646165878061953,0.012678957201736696,1,1,1,False,True
0,3,0,0,1.2402348569754682,0.014102260811993537,1,1,1,False,False
1,3,0,0,-0.8731358343600393,0.015712553569072387,1,1,1,False,True
0,3,0,1,-2.1027333275006983,0.02042143996477265,2,0,0,False,True
0,3,1,0,0.20276197213803718,0.030937139635999665,2,0,1,False,True
1,3,0,0,-0.2583370877897099,0.036670757786204655,1,1,1,False,False
1,3,0,0,-1.0268355210026217,0.015126992566498259,1,1,0,True,False
1,1,0,0,0.8175607187083667,0.060507970265993034,1,1,1,False,False
0,3,0,0,-0.41203677443229225,0.013760683560491965,1,1,1,False,True
1,2,0,0,0.4333115021019107,0.04098927018018883,1,1,0,False,True
0,3,0,0,-0.5657364610748746,0.014151057562208049,1,1,1,False,True
0,2,0,0,0.04906228549545483,0.025374310111545468,1,1,1,False,True
0,3,1,0,-0.10463740114712752,0.015126992566498259,2,0,1,True,False
1,1,1,0,0.12591212881674602,0.22109807522194713,2,0,0,False,False
1,3,0,0,-0.1814872444684187,0.015468569817999833,1,1,0,False,True
0,2,1,0,0.9712604053509489,0.05270049023167135,2,0,1,False,True
1,1,0,0,0.20276197213803718,0.14891148113361488,1,1,0,False,False
0,2,0,0,0.04906228549545483,0.020494635090094415,1,1,1,False,True
1,3,0,0,-1.0268355210026217,0.015712553569072387,1,1,1,False,True
0,2,0,0,-0.1814872444684187,0.025374310111545468,1,1,1,False,True
0,3,0,0,1.6629089952425695,0.015712553569072387,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.015411575213749286,1,1,1,False,True
1,1,1,0,0.6638610320657843,0.17566830077223786,2,0,1,False,True
0,3,0,0,-0.5657364610748746,0.018249984580226933,1,1,1,False,True
1,2,0,0,-0.7962859910387481,0.020494635090094415,1,1,1,False,True
0,3,0,0,-0.6810112260568114,0.014151057562208049,1,1,1,False,True
0,2,0,0,-0.8731358343600393,0.025374310111545468,1,1,1,False,True
0,3,3,1,-0.10463740114712752,0.049707687947515,5,0,0,False,True
1,1,1,0,0.4333115021019107,0.16293234896625058,2,0,0,False,True
0,3,0,0,-0.027787557825836348,0.015175789316712771,1,1,1,False,True
0,2,0,0,2.277707741812899,0.026350245115835676,1,1,1,False,True
1,3,4,2,-1.8721837975368247,0.06126431989431795,7,0,0,False,True
0,2,0,0,-0.41203677443229225,0.020494635090094415,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.014736618564782174,1,1,0,False,True
0,2,1,0,1.1249600919935314,0.050748620223090936,2,0,1,False,True
1,2,0,2,-1.6416342675729512,0.05123658772523604,3,0,0,False,True
0,2,0,0,-0.7962859910387481,0.020494635090094415,1,1,1,False,True
0,2,0,0,0.27961181545932834,0.023959204355324663,1,1,1,False,True
0,3,1,0,-0.10463740114712752,0.028212719478023115,2,0,0,False,False
1,3,1,0,-0.10463740114712752,0.030253985132996517,2,0,0,True,False
0,2,0,0,-0.027787557825836348,0.020494635090094415,1,1,1,False,True
0,3,0,0,-0.5657364610748746,0.013907073811135496,1,1,1,False,True
0,3,0,0,0.04906228549545483,0.014102260811993537,1,1,1,False,False
0,1,2,0,1.1249600919935314,0.17566830077223786,3,0,1,True,False
0,3,0,0,-0.33518693111100106,0.015175789316712771,1,1,0,False,True
1,2,0,2,-0.41203677443229225,0.028302115124416098,3,0,0,False,True
1,1,1,1,0.5870111887444931,0.10257896680493714,3,0,1,False,True
0,2,1,0,1.893458525206443,0.050748620223090936,2,0,1,False,True
0,3,0,0,-0.10463740114712752,0.014151057562208049,1,1,1,False,True
0,3,1,1,-0.027787557825836348,0.02042143996477265,3,0,0,False,True
0,1,0,0,2.5082572717767726,0.051822148727810165,1,1,1,False,True
0,3,1,0,0.04906228549545483,0.031425107138144774,2,0,1,False,True
0,3,0,2,0.8944105620296577,0.039452172548431745,3,0,0,False,True
1,3,0,2,-0.027787557825836348,0.029757819776815374,3,0,0,False,False
1,1,0,0,-0.10463740114712752,0.15458810467956932,1,1,0,False,False
1,1,0,0,0.04906228549545483,0.16883675574220638,1,1,0,False,True
1,1,0,0,0.4333115021019107,1.0,1,1,0,False,False
1,2,0,1,1.5860591519212783,0.050748620223090936,2,0,0,False,True
0,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,1,True,False
1,3,4,2,-2.025883484179407,0.06126431989431795,7,0,1,False,True
0,1,1,1,1.7397588385638607,0.1554664461834305,3,0,1,False,True
0,1,0,0,0.8175607187083667,0.0,1,1,1,False,True
0,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,0,True,False
0,2,0,0,0.5101613454232019,0.020494635090094415,1,1,1,False,True
0,3,4,1,-1.0268355210026217,0.07746484096553544,6,0,1,False,True
1,3,1,0,-0.33518693111100106,0.015175789316712771,2,0,1,False,True
1,1,0,1,2.200857898491608,0.2995388511917728,2,0,0,False,True
1,1,0,0,0.4333115021019107,0.2647385704347907,1,1,0,False,True
0,1,0,0,-0.10463740114712752,0.060507970265993034,1,1,1,False,True
1,3,0,0,-0.33518693111100106,0.0,1,1,1,False,True
1,2,0,1,0.8944105620296577,0.038061465167318204,2,0,0,False,True
0,1,0,1,0.5870111887444931,0.057970539254838485,2,0,1,False,False
1,3,0,0,-0.10463740114712752,0.015126992566498259,1,1,0,True,False
1,1,1,0,2.585107115098064,0.15216446768991498,2,0,0,False,True
0,3,0,0,1.2018099353148226,0.015126992566498259,1,1,0,False,True
0,2,0,0,-0.10463740114712752,0.0,1,1,1,False,True
0,3,4,1,-1.7184841108942424,0.05684821399990475,6,0,1,True,False
1,3,1,1,0.4333115021019107,0.03952536767375352,3,0,0,False,True
0,3,0,0,2.738806801740646,0.015126992566498259,1,1,1,True,False
0,3,0,0,-0.10463740114712752,0.015330377421392339,1,1,1,False,True
0,3,0,0,-1.0268355210026217,0.018542765081513996,1,1,1,False,True
1,3,0,0,-0.7962859910387481,0.015712553569072387,1,1,1,False,True
0,1,0,0,-0.10463740114712752,0.050748620223090936,1,1,1,False,True
0,3,0,0,0.27961181545932834,0.016908073949327893,1,1,1,False,False
1,3,0,0,0.04906228549545483,0.018542765081513996,1,1,1,False,True
0,3,0,0,-0.5657364610748746,0.015411575213749286,1,1,1,False,True
1,2,0,0,0.9712604053509489,0.025374310111545468,1,1,1,False,True
1,3,0,0,-0.5657364610748746,0.015126992566498259,1,1,0,True,False
1,1,0,0,-0.2583370877897099,0.15390495017656614,1,1,0,False,True
1,1,1,0,-0.7962859910387481,0.17777475888549785,2,0,0,False,False
0,2,0,0,0.5101613454232019,0.025130326360472913,1,1,1,False,False
0,3,0,0,-0.41203677443229225,0.01727404957593672,1,1,0,False,True
0,3,0,0,-0.41203677443229225,0.015411575213749286,1,1,1,False,True
